INDEX,IMEI w CheckSum,NOTE,BT,WIFI,MSN,PVK FILENAME,FSN,Network Code,RSA Key,SIM Lock,Original IMEI,CheckSum
0102,358290053789751,EVT,1CE1921B2890,1CE1921C2890,GLA2F00102000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378975,1
0103,358290053789769,EVT,1CE1921B2891,1CE1921C2891,GLA2F00103000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378976,9
0104,358290053789777,EVT,1CE1921B2892,1CE1921C2892,GLA2F00104000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378977,7
0105,358290053789785,EVT,1CE1921B2893,1CE1921C2893,GLA2F00105000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378978,5
0106,358290053789793,EVT,1CE1921B2894,1CE1921C2894,GLA2F00106000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378979,3
0107,358290053789801,EVT,1CE1921B2895,1CE1921C2895,GLA2F00107000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378980,1
0108,358290053789819,EVT,1CE1921B2896,1CE1921C2896,GLA2F00108000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378981,9
0109,358290053789827,EVT,1CE1921B2897,1CE1921C2897,GLA2F00109000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378982,7
0110,358290053789835,EVT,1CE1921B2898,1CE1921C2898,GLA2F00110000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378983,5
0111,358290053789843,EVT,1CE1921B2899,1CE1921C2899,GLA2F00111000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378984,3
0112,358290053789850,EVT,1CE1921B289A,1CE1921C289A,GLA2F00112000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378985,0
0113,358290053789868,EVT,1CE1921B289B,1CE1921C289B,GLA2F00113000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378986,8
0114,358290053789876,EVT,1CE1921B289C,1CE1921C289C,GLA2F00114000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378987,6
0115,358290053789884,EVT,1CE1921B289D,1CE1921C289D,GLA2F00115000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378988,4
0116,358290053789892,EVT,1CE1921B289E,1CE1921C289E,GLA2F00116000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378989,2
0117,358290053789900,EVT,1CE1921B289F,1CE1921C289F,GLA2F00117000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378990,0
0118,358290053789918,EVT,1CE1921B28A0,1CE1921C28A0,GLA2F00118000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378991,8
0119,358290053789926,EVT,1CE1921B28A1,1CE1921C28A1,GLA2F00119000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378992,6
0120,358290053789934,EVT,1CE1921B28A2,1CE1921C28A2,GLA2F00120000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378993,4
0121,358290053789942,EVT,1CE1921B28A3,1CE1921C28A3,GLA2F00121000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378994,2
0122,358290053789959,EVT,1CE1921B28A4,1CE1921C28A4,GLA2F00122000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378995,9
0123,358290053789967,EVT,1CE1921B28A5,1CE1921C28A5,GLA2F00123000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378996,7
0124,358290053789975,EVT,1CE1921B28A6,1CE1921C28A6,GLA2F00124000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378997,5
0125,358290053789983,EVT,1CE1921B28A7,1CE1921C28A7,GLA2F00125000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378998,3
0126,358290053789991,EVT,1CE1921B28A8,1CE1921C28A8,GLA2F00126000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005378999,1
0127,358290053790007,EVT,1CE1921B28A9,1CE1921C28A9,GLA2F00127000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379000,7
0128,358290053790015,EVT,1CE1921B28AA,1CE1921C28AA,GLA2F00128000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379001,5
0129,358290053790023,EVT,1CE1921B28AB,1CE1921C28AB,GLA2F00129000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379002,3
0130,358290053790031,EVT,1CE1921B28AC,1CE1921C28AC,GLA2F00130000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379003,1
0131,358290053790049,EVT,1CE1921B28AD,1CE1921C28AD,GLA2F00131000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379004,9
0132,358290053790056,EVT,1CE1921B28AE,1CE1921C28AE,GLA2F00132000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379005,6
0133,358290053790064,EVT,1CE1921B28AF,1CE1921C28AF,GLA2F00133000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379006,4
0134,358290053790072,EVT,1CE1921B28B0,1CE1921C28B0,GLA2F00134000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379007,2
0135,358290053790080,EVT,1CE1921B28B1,1CE1921C28B1,GLA2F00135000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379008,0
0136,358290053790098,EVT,1CE1921B28B2,1CE1921C28B2,GLA2F00136000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379009,8
0137,358290053790106,EVT,1CE1921B28B3,1CE1921C28B3,GLA2F00137000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379010,6
0138,358290053790114,EVT,1CE1921B28B4,1CE1921C28B4,GLA2F00138000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379011,4
0139,358290053790122,EVT,1CE1921B28B5,1CE1921C28B5,GLA2F00139000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379012,2
0140,358290053790130,EVT,1CE1921B28B6,1CE1921C28B6,GLA2F00140000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379013,0
0141,358290053790148,EVT,1CE1921B28B7,1CE1921C28B7,GLA2F00141000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379014,8
0142,358290053790155,EVT,1CE1921B28B8,1CE1921C28B8,GLA2F00142000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379015,5
0143,358290053790163,EVT,1CE1921B28B9,1CE1921C28B9,GLA2F00143000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379016,3
0144,358290053790171,EVT,1CE1921B28BA,1CE1921C28BA,GLA2F00144000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379017,1
0145,358290053790189,EVT,1CE1921B28BB,1CE1921C28BB,GLA2F00145000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379018,9
0146,358290053790197,EVT,1CE1921B28BC,1CE1921C28BC,GLA2F00146000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379019,7
0147,358290053790205,EVT,1CE1921B28BD,1CE1921C28BD,GLA2F00147000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379020,5
0148,358290053790213,EVT,1CE1921B28BE,1CE1921C28BE,GLA2F00148000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379021,3
0149,358290053790221,EVT,1CE1921B28BF,1CE1921C28BF,GLA2F00149000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379022,1
0150,358290053790239,EVT,1CE1921B28C0,1CE1921C28C0,GLA2F00150000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379023,9
0151,358290053790247,EVT,1CE1921B28C1,1CE1921C28C1,GLA2F00151000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379024,7
0152,358290053790254,EVT,1CE1921B28C2,1CE1921C28C2,GLA2F00152000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379025,4
0153,358290053790262,EVT,1CE1921B28C3,1CE1921C28C3,GLA2F00153000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379026,2
0154,358290053790270,EVT,1CE1921B28C4,1CE1921C28C4,GLA2F00154000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379027,0
0155,358290053790288,EVT,1CE1921B28C5,1CE1921C28C5,GLA2F00155000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379028,8
0156,358290053790296,EVT,1CE1921B28C6,1CE1921C28C6,GLA2F00156000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379029,6
0157,358290053790304,EVT,1CE1921B28C7,1CE1921C28C7,GLA2F00157000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379030,4
0158,358290053790312,EVT,1CE1921B28C8,1CE1921C28C8,GLA2F00158000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379031,2
0159,358290053790320,EVT,1CE1921B28C9,1CE1921C28C9,GLA2F00159000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379032,0
0160,358290053790338,EVT,1CE1921B28CA,1CE1921C28CA,GLA2F00160000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379033,8
0161,358290053790346,EVT,1CE1921B28CB,1CE1921C28CB,GLA2F00161000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379034,6
0162,358290053790353,EVT,1CE1921B28CC,1CE1921C28CC,GLA2F00162000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379035,3
0163,358290053790361,EVT,1CE1921B28CD,1CE1921C28CD,GLA2F00163000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379036,1
0164,358290053790379,EVT,1CE1921B28CE,1CE1921C28CE,GLA2F00164000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379037,9
0165,358290053790387,EVT,1CE1921B28CF,1CE1921C28CF,GLA2F00165000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379038,7
0166,358290053790395,EVT,1CE1921B28D0,1CE1921C28D0,GLA2F00166000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379039,5
0167,358290053790403,EVT,1CE1921B28D1,1CE1921C28D1,GLA2F00167000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379040,3
0168,358290053790411,EVT,1CE1921B28D2,1CE1921C28D2,GLA2F00168000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379041,1
0169,358290053790429,EVT,1CE1921B28D3,1CE1921C28D3,GLA2F00169000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379042,9
0170,358290053790437,EVT,1CE1921B28D4,1CE1921C28D4,GLA2F00170000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379043,7
0171,358290053790445,EVT,1CE1921B28D5,1CE1921C28D5,GLA2F00171000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379044,5
0172,358290053790452,EVT,1CE1921B28D6,1CE1921C28D6,GLA2F00172000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379045,2
0173,358290053790460,EVT,1CE1921B28D7,1CE1921C28D7,GLA2F00173000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379046,0
0174,358290053790478,EVT,1CE1921B28D8,1CE1921C28D8,GLA2F00174000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379047,8
0175,358290053790486,EVT,1CE1921B28D9,1CE1921C28D9,GLA2F00175000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379048,6
0176,358290053790494,EVT,1CE1921B28DA,1CE1921C28DA,GLA2F00176000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379049,4
0177,358290053790502,EVT,1CE1921B28DB,1CE1921C28DB,GLA2F00177000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379050,2
0178,358290053790510,EVT,1CE1921B28DC,1CE1921C28DC,GLA2F00178000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379051,0
0179,358290053790528,EVT,1CE1921B28DD,1CE1921C28DD,GLA2F00179000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379052,8
0180,358290053790536,EVT,1CE1921B28DE,1CE1921C28DE,GLA2F00180000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379053,6
0181,358290053790544,EVT,1CE1921B28DF,1CE1921C28DF,GLA2F00181000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379054,4
0182,358290053790551,EVT,1CE1921B28E0,1CE1921C28E0,GLA2F00182000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379055,1
0183,358290053790569,EVT,1CE1921B28E1,1CE1921C28E1,GLA2F00183000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379056,9
0184,358290053790577,EVT,1CE1921B28E2,1CE1921C28E2,GLA2F00184000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379057,7
0185,358290053790585,EVT,1CE1921B28E3,1CE1921C28E3,GLA2F00185000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379058,5
0186,358290053790593,EVT,1CE1921B28E4,1CE1921C28E4,GLA2F00186000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379059,3
0187,358290053790601,EVT,1CE1921B28E5,1CE1921C28E5,GLA2F00187000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379060,1
0188,358290053790619,EVT,1CE1921B28E6,1CE1921C28E6,GLA2F00188000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379061,9
0189,358290053790627,EVT,1CE1921B28E7,1CE1921C28E7,GLA2F00189000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379062,7
0190,358290053790635,EVT,1CE1921B28E8,1CE1921C28E8,GLA2F00190000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379063,5
0191,358290053790643,EVT,1CE1921B28E9,1CE1921C28E9,GLA2F00191000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379064,3
0192,358290053790650,EVT,1CE1921B28EA,1CE1921C28EA,GLA2F00192000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379065,0
0193,358290053790668,EVT,1CE1921B28EB,1CE1921C28EB,GLA2F00193000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379066,8
0194,358290053790676,EVT,1CE1921B28EC,1CE1921C28EC,GLA2F00194000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379067,6
0195,358290053790684,EVT,1CE1921B28ED,1CE1921C28ED,GLA2F00195000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379068,4
0196,358290053790692,EVT,1CE1921B28EE,1CE1921C28EE,GLA2F00196000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379069,2
0197,358290053790700,EVT,1CE1921B28EF,1CE1921C28EF,GLA2F00197000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379070,0
0198,358290053790718,EVT,1CE1921B28F0,1CE1921C28F0,GLA2F00198000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379071,8
0199,358290053790726,EVT,1CE1921B28F1,1CE1921C28F1,GLA2F00199000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379072,6
0199,358290053790734,EVT,1CE1921B28F2,1CE1921C28F2,GLA2F00200000,PVK_File_Not_Used.bin,C09616944429B8792B87FE6EFB88595E,03785202,Hardcode_RSA,SIML_PRJNF80_GNVRv1.000_PRJMGF80B1A_SECU0.xml,35829005379073,4
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
